"Any","Mes","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Demanda_ocupacio","Nombre"
2021,3,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Atur Registrat",894
2021,3,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Atur Registrat",691
2021,3,7,"Horta-Guinardó",34,"Can Baró","Dones","Atur Registrat",260
2021,3,7,"Horta-Guinardó",35,"el Guinardó","Dones","Atur Registrat",1121
2021,3,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Atur Registrat",342
2021,3,7,"Horta-Guinardó",37,"el Carmel","Dones","Atur Registrat",1167
2021,3,7,"Horta-Guinardó",38,"la Teixonera","Dones","Atur Registrat",351
2021,3,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Atur Registrat",211
2021,3,7,"Horta-Guinardó",40,"Montbau","Dones","Atur Registrat",153
2021,3,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Atur Registrat",163
2021,3,7,"Horta-Guinardó",42,"la Clota","Dones","Atur Registrat",11
2021,3,7,"Horta-Guinardó",43,"Horta","Dones","Atur Registrat",1003
2021,3,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Atur Registrat",938
2021,3,8,"Nou Barris",45,"Porta","Dones","Atur Registrat",906
2021,3,8,"Nou Barris",46,"el Turó de la Peira","Dones","Atur Registrat",590
2021,3,8,"Nou Barris",47,"Can Peguera","Dones","Atur Registrat",82
2021,3,8,"Nou Barris",48,"la Guineueta","Dones","Atur Registrat",657
2021,3,8,"Nou Barris",49,"Canyelles","Dones","Atur Registrat",321
2021,3,8,"Nou Barris",50,"les Roquetes","Dones","Atur Registrat",695
2021,3,8,"Nou Barris",51,"Verdun","Dones","Atur Registrat",533
2021,3,8,"Nou Barris",52,"la Prosperitat","Dones","Atur Registrat",1018
2021,3,8,"Nou Barris",53,"la Trinitat Nova","Dones","Atur Registrat",457
2021,3,8,"Nou Barris",54,"Torre Baró","Dones","Atur Registrat",126
2021,3,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Atur Registrat",658
2021,3,8,"Nou Barris",56,"Vallbona","Dones","Atur Registrat",76
2021,3,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Atur Registrat",610
2021,3,9,"Sant Andreu",58,"Baró de Viver","Dones","Atur Registrat",83
2021,3,9,"Sant Andreu",59,"el Bon Pastor","Dones","Atur Registrat",469
2021,3,9,"Sant Andreu",60,"Sant Andreu","Dones","Atur Registrat",1899
2021,3,9,"Sant Andreu",61,"la Sagrera","Dones","Atur Registrat",871
2021,3,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Atur Registrat",424
2021,3,9,"Sant Andreu",63,"Navas","Dones","Atur Registrat",655
2021,3,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Atur Registrat",1222
2021,3,10,"Sant Martí",65,"el Clot","Dones","Atur Registrat",848
2021,3,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Atur Registrat",416
2021,3,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Atur Registrat",272
2021,3,10,"Sant Martí",68,"el Poblenou","Dones","Atur Registrat",939
2021,3,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Atur Registrat",453
2021,3,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Atur Registrat",1036
2021,3,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Atur Registrat",676
2021,3,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Atur Registrat",927
2021,3,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Atur Registrat",1049
2021,3,99,"No consta",99,"No consta","Dones","Atur Registrat",71
2021,3,1,"Ciutat Vella",1,"el Raval","Dones","Demanda No Aturats",3125
2021,3,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Demanda No Aturats",732
2021,3,1,"Ciutat Vella",3,"la Barceloneta","Dones","Demanda No Aturats",815
2021,3,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Demanda No Aturats",1143
2021,3,2,"Eixample",5,"el Fort Pienc","Dones","Demanda No Aturats",1353
2021,3,2,"Eixample",6,"la Sagrada Família","Dones","Demanda No Aturats",2269
2021,3,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Demanda No Aturats",1517
2021,3,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Demanda No Aturats",1616
2021,3,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Demanda No Aturats",2430
2021,3,2,"Eixample",10,"Sant Antoni","Dones","Demanda No Aturats",1723
2021,3,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Demanda No Aturats",2027
2021,3,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Demanda No Aturats",81
2021,3,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Demanda No Aturats",1568
2021,3,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Demanda No Aturats",512
2021,3,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Demanda No Aturats",780
2021,3,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Demanda No Aturats",915
2021,3,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Demanda No Aturats",1005
2021,3,3,"Sants-Montjuïc",18,"Sants","Dones","Demanda No Aturats",1892
2021,3,4,"Les Corts",19,"les Corts","Dones","Demanda No Aturats",1948
2021,3,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Demanda No Aturats",993
2021,3,4,"Les Corts",21,"Pedralbes","Dones","Demanda No Aturats",248
2021,3,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Demanda No Aturats",96
2021,3,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Demanda No Aturats",524
2021,3,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Demanda No Aturats",377
2021,3,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Demanda No Aturats",718
2021,3,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Demanda No Aturats",1355
2021,3,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Demanda No Aturats",1159
2021,3,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Demanda No Aturats",707
2021,3,6,"Gràcia",29,"el Coll","Dones","Demanda No Aturats",304
2021,3,6,"Gràcia",30,"la Salut","Dones","Demanda No Aturats",582
2021,3,6,"Gràcia",31,"la Vila de Gràcia","Dones","Demanda No Aturats",2261
2021,3,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Demanda No Aturats",1498
2021,3,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Demanda No Aturats",1152
2021,3,7,"Horta-Guinardó",34,"Can Baró","Dones","Demanda No Aturats",415
2021,3,7,"Horta-Guinardó",35,"el Guinardó","Dones","Demanda No Aturats",1670
2021,3,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Demanda No Aturats",468
2021,3,7,"Horta-Guinardó",37,"el Carmel","Dones","Demanda No Aturats",1601
2021,3,7,"Horta-Guinardó",38,"la Teixonera","Dones","Demanda No Aturats",497
2021,3,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Demanda No Aturats",303
2021,3,7,"Horta-Guinardó",40,"Montbau","Dones","Demanda No Aturats",219
2021,3,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Demanda No Aturats",234
2021,3,7,"Horta-Guinardó",42,"la Clota","Dones","Demanda No Aturats",16
2021,3,7,"Horta-Guinardó",43,"Horta","Dones","Demanda No Aturats",1331
2021,3,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Demanda No Aturats",1259
2021,3,8,"Nou Barris",45,"Porta","Dones","Demanda No Aturats",1229
2021,3,8,"Nou Barris",46,"el Turó de la Peira","Dones","Demanda No Aturats",775
2021,3,8,"Nou Barris",47,"Can Peguera","Dones","Demanda No Aturats",104
2021,3,8,"Nou Barris",48,"la Guineueta","Dones","Demanda No Aturats",770
2021,3,8,"Nou Barris",49,"Canyelles","Dones","Demanda No Aturats",375
2021,3,8,"Nou Barris",50,"les Roquetes","Dones","Demanda No Aturats",814
2021,3,8,"Nou Barris",51,"Verdun","Dones","Demanda No Aturats",624
2021,3,8,"Nou Barris",52,"la Prosperitat","Dones","Demanda No Aturats",1380
2021,3,8,"Nou Barris",53,"la Trinitat Nova","Dones","Demanda No Aturats",414
2021,3,8,"Nou Barris",54,"Torre Baró","Dones","Demanda No Aturats",111
2021,3,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Demanda No Aturats",580
2021,3,8,"Nou Barris",56,"Vallbona","Dones","Demanda No Aturats",67
2021,3,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Demanda No Aturats",537
2021,3,9,"Sant Andreu",58,"Baró de Viver","Dones","Demanda No Aturats",121
2021,3,9,"Sant Andreu",59,"el Bon Pastor","Dones","Demanda No Aturats",689
2021,3,9,"Sant Andreu",60,"Sant Andreu","Dones","Demanda No Aturats",2790
2021,3,9,"Sant Andreu",61,"la Sagrera","Dones","Demanda No Aturats",1385
2021,3,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Demanda No Aturats",674
2021,3,9,"Sant Andreu",63,"Navas","Dones","Demanda No Aturats",1036
2021,3,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Demanda No Aturats",1828
2021,3,10,"Sant Martí",65,"el Clot","Dones","Demanda No Aturats",1256
2021,3,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Demanda No Aturats",608
2021,3,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Demanda No Aturats",394
2021,3,10,"Sant Martí",68,"el Poblenou","Dones","Demanda No Aturats",1359
2021,3,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Demanda No Aturats",504
2021,3,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Demanda No Aturats",1149
2021,3,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Demanda No Aturats",915
2021,3,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Demanda No Aturats",1280
2021,3,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Demanda No Aturats",1443
2021,3,99,"No consta",99,"No consta","Dones","Demanda No Aturats",198
2021,3,1,"Ciutat Vella",1,"el Raval","Homes","Atur Registrat",3104
2021,3,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Atur Registrat",757
2021,3,1,"Ciutat Vella",3,"la Barceloneta","Homes","Atur Registrat",728
2021,3,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Homes","Atur Registrat",1002
2021,3,2,"Eixample",5,"el Fort Pienc","Homes","Atur Registrat",773
2021,3,2,"Eixample",6,"la Sagrada Família","Homes","Atur Registrat",1218
2021,3,2,"Eixample",7,"la Dreta de l'Eixample","Homes","Atur Registrat",881
2021,3,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Homes","Atur Registrat",905
2021,3,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Homes","Atur Registrat",1325
2021,3,2,"Eixample",10,"Sant Antoni","Homes","Atur Registrat",1019
2021,3,3,"Sants-Montjuïc",11,"el Poble Sec","Homes","Atur Registrat",1604
2021,3,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Homes","Atur Registrat",82
2021,3,3,"Sants-Montjuïc",13,"la Marina de Port","Homes","Atur Registrat",1010
2021,3,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Homes","Atur Registrat",400
2021,3,3,"Sants-Montjuïc",15,"Hostafrancs","Homes","Atur Registrat",439
2021,3,3,"Sants-Montjuïc",16,"la Bordeta","Homes","Atur Registrat",515
2021,3,3,"Sants-Montjuïc",17,"Sants - Badal","Homes","Atur Registrat",501
2021,3,3,"Sants-Montjuïc",18,"Sants","Homes","Atur Registrat",1010
2021,3,4,"Les Corts",19,"les Corts","Homes","Atur Registrat",1009
2021,3,4,"Les Corts",20,"la Maternitat i Sant Ramon","Homes","Atur Registrat",496
2021,3,4,"Les Corts",21,"Pedralbes","Homes","Atur Registrat",114
2021,3,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Homes","Atur Registrat",60
2021,3,5,"Sarrià-Sant Gervasi",23,"Sarrià","Homes","Atur Registrat",270
2021,3,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Homes","Atur Registrat",232
2021,3,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Homes","Atur Registrat",350
2021,3,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Homes","Atur Registrat",625
2021,3,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Homes","Atur Registrat",565
2021,3,6,"Gràcia",28,"Vallcarca i els Penitents","Homes","Atur Registrat",370
2021,3,6,"Gràcia",29,"el Coll","Homes","Atur Registrat",152
2021,3,6,"Gràcia",30,"la Salut","Homes","Atur Registrat",328
2021,3,6,"Gràcia",31,"la Vila de Gràcia","Homes","Atur Registrat",1246
2021,3,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Homes","Atur Registrat",798
2021,3,7,"Horta-Guinardó",33,"el Baix Guinardó","Homes","Atur Registrat",609
2021,3,7,"Horta-Guinardó",34,"Can Baró","Homes","Atur Registrat",236
2021,3,7,"Horta-Guinardó",35,"el Guinardó","Homes","Atur Registrat",943
2021,3,7,"Horta-Guinardó",36,"la Font d'en Fargues","Homes","Atur Registrat",285
2021,3,7,"Horta-Guinardó",37,"el Carmel","Homes","Atur Registrat",974
2021,3,7,"Horta-Guinardó",38,"la Teixonera","Homes","Atur Registrat",324
2021,3,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Homes","Atur Registrat",201
2021,3,7,"Horta-Guinardó",40,"Montbau","Homes","Atur Registrat",146
2021,3,7,"Horta-Guinardó",41,"la Vall d'Hebron","Homes","Atur Registrat",155
2021,3,7,"Horta-Guinardó",42,"la Clota","Homes","Atur Registrat",11
2021,3,7,"Horta-Guinardó",43,"Horta","Homes","Atur Registrat",827
2021,3,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Homes","Atur Registrat",770
2021,3,8,"Nou Barris",45,"Porta","Homes","Atur Registrat",747
2021,3,8,"Nou Barris",46,"el Turó de la Peira","Homes","Atur Registrat",482
2021,3,8,"Nou Barris",47,"Can Peguera","Homes","Atur Registrat",67
2021,3,8,"Nou Barris",48,"la Guineueta","Homes","Atur Registrat",534
2021,3,8,"Nou Barris",49,"Canyelles","Homes","Atur Registrat",261
2021,3,8,"Nou Barris",50,"les Roquetes","Homes","Atur Registrat",565
2021,3,8,"Nou Barris",51,"Verdun","Homes","Atur Registrat",433
2021,3,8,"Nou Barris",52,"la Prosperitat","Homes","Atur Registrat",839
2021,3,8,"Nou Barris",53,"la Trinitat Nova","Homes","Atur Registrat",402
2021,3,8,"Nou Barris",54,"Torre Baró","Homes","Atur Registrat",112
2021,3,8,"Nou Barris",55,"Ciutat Meridiana","Homes","Atur Registrat",584
2021,3,8,"Nou Barris",56,"Vallbona","Homes","Atur Registrat",68
2021,3,9,"Sant Andreu",57,"la Trinitat Vella","Homes","Atur Registrat",541
2021,3,9,"Sant Andreu",58,"Baró de Viver","Homes","Atur Registrat",64
2021,3,9,"Sant Andreu",59,"el Bon Pastor","Homes","Atur Registrat",364
2021,3,9,"Sant Andreu",60,"Sant Andreu","Homes","Atur Registrat",1472
2021,3,9,"Sant Andreu",61,"la Sagrera","Homes","Atur Registrat",733
2021,3,9,"Sant Andreu",62,"el Congrés i els Indians","Homes","Atur Registrat",357
2021,3,9,"Sant Andreu",63,"Navas","Homes","Atur Registrat",551
2021,3,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Homes","Atur Registrat",1085
2021,3,10,"Sant Martí",65,"el Clot","Homes","Atur Registrat",738
2021,3,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Homes","Atur Registrat",363
2021,3,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Homes","Atur Registrat",254
2021,3,10,"Sant Martí",68,"el Poblenou","Homes","Atur Registrat",866
2021,3,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Homes","Atur Registrat",423
2021,3,10,"Sant Martí",70,"el Besòs i el Maresme","Homes","Atur Registrat",963
2021,3,10,"Sant Martí",71,"Provençals del Poblenou","Homes","Atur Registrat",581
2021,3,10,"Sant Martí",72,"Sant Martí de Provençals","Homes","Atur Registrat",772
2021,3,10,"Sant Martí",73,"la Verneda i la Pau","Homes","Atur Registrat",871
2021,3,99,"No consta",99,"No consta","Homes","Atur Registrat",66
2021,3,1,"Ciutat Vella",1,"el Raval","Homes","Demanda No Aturats",4955
2021,3,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Demanda No Aturats",919
2021,3,1,"Ciutat Vella",3,"la Barceloneta","Homes","Demanda No Aturats",946
2021,3,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Homes","Demanda No Aturats",1314
2021,3,2,"Eixample",5,"el Fort Pienc","Homes","Demanda No Aturats",1350
2021,3,2,"Eixample",6,"la Sagrada Família","Homes","Demanda No Aturats",2209
2021,3,2,"Eixample",7,"la Dreta de l'Eixample","Homes","Demanda No Aturats",1431
2021,3,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Homes","Demanda No Aturats",1667
2021,3,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Homes","Demanda No Aturats",2447
2021,3,2,"Eixample",10,"Sant Antoni","Homes","Demanda No Aturats",1815
2021,3,3,"Sants-Montjuïc",11,"el Poble Sec","Homes","Demanda No Aturats",2324
2021,3,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Homes","Demanda No Aturats",105
2021,3,3,"Sants-Montjuïc",13,"la Marina de Port","Homes","Demanda No Aturats",1727
2021,3,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Homes","Demanda No Aturats",585
2021,3,3,"Sants-Montjuïc",15,"Hostafrancs","Homes","Demanda No Aturats",775
2021,3,3,"Sants-Montjuïc",16,"la Bordeta","Homes","Demanda No Aturats",909
2021,3,3,"Sants-Montjuïc",17,"Sants - Badal","Homes","Demanda No Aturats",999
2021,3,3,"Sants-Montjuïc",18,"Sants","Homes","Demanda No Aturats",1877
2021,3,4,"Les Corts",19,"les Corts","Homes","Demanda No Aturats",1915
2021,3,4,"Les Corts",20,"la Maternitat i Sant Ramon","Homes","Demanda No Aturats",988
2021,3,4,"Les Corts",21,"Pedralbes","Homes","Demanda No Aturats",214
2021,3,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Homes","Demanda No Aturats",89
2021,3,5,"Sarrià-Sant Gervasi",23,"Sarrià","Homes","Demanda No Aturats",463
2021,3,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Homes","Demanda No Aturats",347
2021,3,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Homes","Demanda No Aturats",626
2021,3,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Homes","Demanda No Aturats",1108
2021,3,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Homes","Demanda No Aturats",1036
2021,3,6,"Gràcia",28,"Vallcarca i els Penitents","Homes","Demanda No Aturats",671
2021,3,6,"Gràcia",29,"el Coll","Homes","Demanda No Aturats",282
2021,3,6,"Gràcia",30,"la Salut","Homes","Demanda No Aturats",574
2021,3,6,"Gràcia",31,"la Vila de Gràcia","Homes","Demanda No Aturats",2158
2021,3,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Homes","Demanda No Aturats",1428
2021,3,7,"Horta-Guinardó",33,"el Baix Guinardó","Homes","Demanda No Aturats",1112
2021,3,7,"Horta-Guinardó",34,"Can Baró","Homes","Demanda No Aturats",411
2021,3,7,"Horta-Guinardó",35,"el Guinardó","Homes","Demanda No Aturats",1684
2021,3,7,"Horta-Guinardó",36,"la Font d'en Fargues","Homes","Demanda No Aturats",505
2021,3,7,"Horta-Guinardó",37,"el Carmel","Homes","Demanda No Aturats",1724
2021,3,7,"Horta-Guinardó",38,"la Teixonera","Homes","Demanda No Aturats",535
2021,3,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Homes","Demanda No Aturats",326
2021,3,7,"Horta-Guinardó",40,"Montbau","Homes","Demanda No Aturats",236
2021,3,7,"Horta-Guinardó",41,"la Vall d'Hebron","Homes","Demanda No Aturats",251
2021,3,7,"Horta-Guinardó",42,"la Clota","Homes","Demanda No Aturats",18
2021,3,7,"Horta-Guinardó",43,"Horta","Homes","Demanda No Aturats",1395
2021,3,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Homes","Demanda No Aturats",1314
2021,3,8,"Nou Barris",45,"Porta","Homes","Demanda No Aturats",1322
2021,3,8,"Nou Barris",46,"el Turó de la Peira","Homes","Demanda No Aturats",799
2021,3,8,"Nou Barris",47,"Can Peguera","Homes","Demanda No Aturats",107
2021,3,8,"Nou Barris",48,"la Guineueta","Homes","Demanda No Aturats",793
2021,3,8,"Nou Barris",49,"Canyelles","Homes","Demanda No Aturats",387
2021,3,8,"Nou Barris",50,"les Roquetes","Homes","Demanda No Aturats",839
2021,3,8,"Nou Barris",51,"Verdun","Homes","Demanda No Aturats",643
2021,3,8,"Nou Barris",52,"la Prosperitat","Homes","Demanda No Aturats",1485
2021,3,8,"Nou Barris",53,"la Trinitat Nova","Homes","Demanda No Aturats",491
2021,3,8,"Nou Barris",54,"Torre Baró","Homes","Demanda No Aturats",134
2021,3,8,"Nou Barris",55,"Ciutat Meridiana","Homes","Demanda No Aturats",699
2021,3,8,"Nou Barris",56,"Vallbona","Homes","Demanda No Aturats",81
2021,3,9,"Sant Andreu",57,"la Trinitat Vella","Homes","Demanda No Aturats",648
2021,3,9,"Sant Andreu",58,"Baró de Viver","Homes","Demanda No Aturats",127
2021,3,9,"Sant Andreu",59,"el Bon Pastor","Homes","Demanda No Aturats",721
2021,3,9,"Sant Andreu",60,"Sant Andreu","Homes","Demanda No Aturats",2919
2021,3,9,"Sant Andreu",61,"la Sagrera","Homes","Demanda No Aturats",1368
2021,3,9,"Sant Andreu",62,"el Congrés i els Indians","Homes","Demanda No Aturats",666
2021,3,9,"Sant Andreu",63,"Navas","Homes","Demanda No Aturats",1024
2021,3,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Homes","Demanda No Aturats",1912
2021,3,10,"Sant Martí",65,"el Clot","Homes","Demanda No Aturats",1291
2021,3,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Homes","Demanda No Aturats",615
2021,3,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Homes","Demanda No Aturats",393
2021,3,10,"Sant Martí",68,"el Poblenou","Homes","Demanda No Aturats",1360
2021,3,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Homes","Demanda No Aturats",614
2021,3,10,"Sant Martí",70,"el Besòs i el Maresme","Homes","Demanda No Aturats",1407
2021,3,10,"Sant Martí",71,"Provençals del Poblenou","Homes","Demanda No Aturats",984
2021,3,10,"Sant Martí",72,"Sant Martí de Provençals","Homes","Demanda No Aturats",1368
2021,3,10,"Sant Martí",73,"la Verneda i la Pau","Homes","Demanda No Aturats",1547
2021,3,99,"No consta",99,"No consta","Homes","Demanda No Aturats",225
2021,4,1,"Ciutat Vella",1,"el Raval","Dones","Atur Registrat",2162
2021,4,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Atur Registrat",660
2021,4,1,"Ciutat Vella",3,"la Barceloneta","Dones","Atur Registrat",718
2021,4,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Atur Registrat",988
2021,4,2,"Eixample",5,"el Fort Pienc","Dones","Atur Registrat",876
2021,4,2,"Eixample",6,"la Sagrada Família","Dones","Atur Registrat",1387
2021,4,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Atur Registrat",963
2021,4,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Atur Registrat",1021
2021,4,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Atur Registrat",1476
2021,4,2,"Eixample",10,"Sant Antoni","Dones","Atur Registrat",1095
2021,4,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Atur Registrat",1454
2021,4,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Atur Registrat",63
2021,4,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Atur Registrat",1262
2021,4,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Atur Registrat",370
2021,4,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Atur Registrat",484
2021,4,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Atur Registrat",567
2021,4,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Atur Registrat",618
2021,4,3,"Sants-Montjuïc",18,"Sants","Dones","Atur Registrat",1164
2021,4,4,"Les Corts",19,"les Corts","Dones","Atur Registrat",1172
2021,4,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Atur Registrat",611
2021,4,4,"Les Corts",21,"Pedralbes","Dones","Atur Registrat",151
2021,4,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Atur Registrat",64
2021,4,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Atur Registrat",330
2021,4,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Atur Registrat",248
2021,4,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Atur Registrat",392
2021,4,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Atur Registrat",759
2021,4,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Atur Registrat",662
2021,4,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Atur Registrat",431
2021,4,6,"Gràcia",29,"el Coll","Dones","Atur Registrat",182
2021,4,6,"Gràcia",30,"la Salut","Dones","Atur Registrat",355
2021,4,6,"Gràcia",31,"la Vila de Gràcia","Dones","Atur Registrat",1386
2021,4,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Atur Registrat",879
2021,4,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Atur Registrat",681
2021,4,7,"Horta-Guinardó",34,"Can Baró","Dones","Atur Registrat",254
2021,4,7,"Horta-Guinardó",35,"el Guinardó","Dones","Atur Registrat",1106
2021,4,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Atur Registrat",339
2021,4,7,"Horta-Guinardó",37,"el Carmel","Dones","Atur Registrat",1155
2021,4,7,"Horta-Guinardó",38,"la Teixonera","Dones","Atur Registrat",349
2021,4,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Atur Registrat",210
2021,4,7,"Horta-Guinardó",40,"Montbau","Dones","Atur Registrat",152
2021,4,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Atur Registrat",162
2021,4,7,"Horta-Guinardó",42,"la Clota","Dones","Atur Registrat",11
2021,4,7,"Horta-Guinardó",43,"Horta","Dones","Atur Registrat",990
2021,4,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Atur Registrat",928
2021,4,8,"Nou Barris",45,"Porta","Dones","Atur Registrat",903
2021,4,8,"Nou Barris",46,"el Turó de la Peira","Dones","Atur Registrat",582
2021,4,8,"Nou Barris",47,"Can Peguera","Dones","Atur Registrat",81
2021,4,8,"Nou Barris",48,"la Guineueta","Dones","Atur Registrat",644
